model_name,structure_only_mae,structure_pose_mae,mae_delta_structure_minus_pose,structure_only_rmse,structure_pose_rmse,rmse_delta_structure_minus_pose,structure_only_r2,structure_pose_r2,r2_delta_pose_minus_structure,structure_only_within_10_ee_fraction,structure_pose_within_10_ee_fraction,structure_only_mae_ci95_low,structure_only_mae_ci95_high,structure_pose_mae_ci95_low,structure_pose_mae_ci95_high
elastic_net,13.599900585941318,14.324198675320982,-0.7242980893796638,17.542436337372305,18.658485289683128,-1.1160489523108232,0.029877804796492713,-0.09748701747858513,-0.12736482227507784,0.4634146341463415,0.3902439024390244,10.561862095146562,17.321259446779457,11.094715416357587,18.344489827589193
gaussian_process,14.210070695332586,14.210070810385524,-1.1505293784352943e-07,18.204230337474797,18.20422888760047,1.4498743290403127e-06,-0.044699210604471906,-0.04469904419452431,1.6640994759953287e-07,0.2682926829268293,0.2682926829268293,11.308684200189152,18.28569669490782,11.308683489952243,18.285698040004526
lightgbm,13.105323478564891,13.962936209362798,-0.8576127307979071,18.59308330959642,18.785748170486293,-0.19266486088987378,-0.08980664850538367,-0.11250920977163248,-0.02270256126624881,0.5609756097560976,0.4634146341463415,9.475386491357881,17.511694779473803,10.54442546949123,18.12321863764203
ridge_regression,14.221158413630725,15.283453925167183,-1.0622955115364583,18.02281737412219,19.413256438304387,-1.3904390641821962,-0.023981208007896937,-0.1880737633695937,-0.16409255536169676,0.43902439024390244,0.4146341463414634,11.18497424105745,17.94343975309605,11.97811886419152,19.230257418449924
