feature_name,mean,std,spearman_ee,pearson_ee
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:all_200:mean,1.111939508993623,0.0006707841057247636,0.22467775176525978,0.05183287033913897
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:all_200:median,1.1118001853575974,0.0008831088270472911,0.11667861729814469,-0.006297828807003462
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:all_200:q10,1.1114870964006194,0.000944494765008409,0.4407858875707688,0.22114660807627748
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:all_200:q90,1.112292813809077,0.0004912932429958922,-0.028345652789944754,-0.10563279644952098
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:all_200:std,0.00034527930729895997,0.0002986055325020964,-0.3627804089627813,-0.3249116672638358
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:bottom_100:mean,1.1120163179369036,0.0006435769430051816,0.5314260563758247,0.4201582447040092
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:bottom_100:median,1.112010351633646,0.000640402146279841,0.510661217704121,0.40607909642187445
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:bottom_100:q10,1.1117452755544606,0.000940631629008592,0.5107710845753999,0.48558230854228285
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:bottom_100:q90,1.1121849869845841,0.0005507357455134676,0.2849946640973515,0.2804793228474881
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:bottom_100:std,0.0001820158632758098,0.0002342969133255983,-0.5078046790508707,-0.5198631966510261
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:top_100:mean,1.1118627000503432,0.000889665417852146,-0.14008026088054093,-0.2257779424930733
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:top_100:median,1.111816024801822,0.0008774558286704358,-0.02373124419623282,-0.19435609073212293
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:top_100:q10,1.111814714361614,0.0008772312088204112,-0.02911472088889674,-0.19405415757078495
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:top_100:q90,1.1119224744311023,0.0009142992819417518,-0.1832579412931312,-0.24717295906144893
stage2pp_flexibility:stage2pp:flexibility:c_to_h_distance:top_100:std,5.218050895420506e-05,9.17936421931126e-05,-0.013953092652414666,-0.31125111754848067
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:all_200:mean,3.1810885246523215,0.8370486667540611,0.2670863640788981,0.21461570366428287
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:all_200:median,2.9918881094202554,0.8510883151154047,0.10920767005118251,0.054754816700486826
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:all_200:q10,2.507876710201426,0.840213293635063,0.3795900402684463,0.30185214821684825
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:all_200:q90,3.7745598911699267,1.0869152288909614,0.21951400881515357,0.14180781106840945
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:all_200:std,0.5228551449716651,0.3527634388995745,-0.06679905773754424,-0.1179503422428354
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:bottom_100:mean,3.408251409627107,1.115965154028869,0.43452347590787405,0.3807928984788267
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:bottom_100:median,3.321535583806558,1.1294749093936394,0.3825564457929753,0.37805896336847633
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:bottom_100:q10,3.1440831228419293,1.2134623913277918,0.44935550353051956,0.4744429901388014
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:bottom_100:q90,3.6952104776840833,1.1381971033833558,0.2713711720587734,0.20679828112635137
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:bottom_100:std,0.23839597699229353,0.2862716522523102,-0.3167461898969408,-0.4695124543682076
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:top_100:mean,2.9539256396775366,0.7920520254882725,0.044056615382821115,-0.08290368089166684
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:top_100:median,2.8636822571874165,0.8357137511096505,0.048890757719090766,-0.08989469356615624
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:top_100:q10,2.7911336435062197,0.8513028571575311,-0.013184024553462678,-0.1427568343641489
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:top_100:q90,3.0955324473687598,0.8447613367982005,0.0547137018968701,-0.046819579226502546
stage2pp_flexibility:stage2pp:flexibility:corridor_axial_mean:top_100:std,0.1460922550359014,0.24674358655687778,0.15645042470109044,0.1579620124487129
stage2pp_flexibility:stage2pp:flexibility:corridor_fraction:all_200:mean,0.29230703335569314,0.10908357516301843,-0.035598813979426845,-0.18724012181782002
stage2pp_flexibility:stage2pp:flexibility:corridor_fraction:all_200:median,0.25423634028510367,0.12465633370543854,-0.06555973941287387,-0.26950521549604034
stage2pp_flexibility:stage2pp:flexibility:corridor_fraction:all_200:q10,0.2262884367954027,0.08731129442312814,-0.10048145425891859,-0.22458485141983067
stage2pp_flexibility:stage2pp:flexibility:corridor_fraction:all_200:q90,0.399039934523686,0.15793391702400408,-0.001705083436889276,-0.15942124473743458
