run_id,feature_policy,record_count,feature_count,nonconstant_feature_count,elastic_net_mae,elastic_net_rmse,elastic_net_r2,mae_delta_vs_stage2,selected_alpha,selected_l1_ratio
stage2_seed_baseline,stage2_seed_tier1_pose_summary_all_200_stage1_pose_interactions,12,769,535,14.554154197329334,21.266038478259134,0.39693488541706956,0.0,1.0,0.8
stage2_v2_selected_pose,stage2_v2_seed_tier1_stage1_v2_pose_summary_top_50_stage1_v2_pose_interactions,12,765,568,21.046470598050092,26.15304038527936,0.0879148501139615,6.4923164007207586,1.0,0.2
stage3a_alt_hetero_site_competition,stage2_seed_baseline_plus_graph_only_heteroatom_reported_vs_competitor_site_rules,12,790,556,14.747938581027702,21.05371271687307,0.40891709224531037,0.19378438369836815,1.0,0.8
stage3a_reference_shell,stage2_v2_selected_pose_plus_stage3a_xtb_reference_and_reported_site_shell_features,12,1257,931,22.018711653613128,28.37514497311942,-0.07366103997109241,7.464557456283794,10.0,0.2
