candidate_id,smiles,provenance,canonical_smiles,contract_valid,rejection_reasons,ad_max_morgan_tanimoto,ad_status
enum-050384,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)F)cc(C(C)Cl)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C(C)Cl)cc2N=[N+]=[N-])cc(C(C)Cl)c1,true,,0.442308,in_domain
enum-050385,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)F)cc(C(C)Br)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C(C)Cl)cc2N=[N+]=[N-])cc(C(C)Br)c1,true,,0.410714,in_domain
enum-050386,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)F)cc(C(C)C#N)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C(C)Cl)cc2N=[N+]=[N-])cc(C(C)C#N)c1,true,,0.389831,in_domain
enum-050387,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)F)cc(C1CCOCC1)c2,deterministic-enumeration,CC(F)c1cc(CCc2ccc(C(C)Cl)cc2N=[N+]=[N-])cc(C2CCOCC2)c1,true,,0.353846,in_domain
enum-050422,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)Cl)cc(C(C)Cl)c2,deterministic-enumeration,CC(Cl)c1cc(CCc2ccc(C(C)Cl)cc2N=[N+]=[N-])cc(C(C)Cl)c1,true,,0.489362,in_domain
enum-050423,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)Cl)cc(C(C)Br)c2,deterministic-enumeration,CC(Cl)c1cc(CCc2ccc(C(C)Cl)cc2N=[N+]=[N-])cc(C(C)Br)c1,true,,0.442308,in_domain
enum-050424,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)Cl)cc(C(C)C#N)c2,deterministic-enumeration,CC(Cl)c1cc(CCc2ccc(C(C)Cl)cc2N=[N+]=[N-])cc(C(C)C#N)c1,true,,0.418182,in_domain
enum-050425,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)Cl)cc(C1CCOCC1)c2,deterministic-enumeration,CC(Cl)c1cc(CCc2ccc(C(C)Cl)cc2N=[N+]=[N-])cc(C2CCOCC2)c1,true,,0.377049,in_domain
enum-050461,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)Br)cc(C(C)Br)c2,deterministic-enumeration,CC(Cl)c1ccc(CCc2cc(C(C)Br)cc(C(C)Br)c2)c(N=[N+]=[N-])c1,true,,0.450980,in_domain
enum-050462,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)Br)cc(C(C)C#N)c2,deterministic-enumeration,CC(Cl)c1ccc(CCc2cc(C(C)Br)cc(C(C)C#N)c2)c(N=[N+]=[N-])c1,true,,0.389831,in_domain
enum-050463,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)Br)cc(C1CCOCC1)c2,deterministic-enumeration,CC(Cl)c1ccc(CCc2cc(C(C)Br)cc(C3CCOCC3)c2)c(N=[N+]=[N-])c1,true,,0.353846,in_domain
enum-050500,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C(C)C#N)cc(C(C)C#N)c2,deterministic-enumeration,CC(Cl)c1ccc(CCc2cc(C(C)C#N)cc(C(C)C#N)c2)c(N=[N+]=[N-])c1,true,,0.425926,in_domain
enum-050539,[N-]=[N+]=Nc1cc(C(C)Cl)ccc1CCc2cc(C1CCOCC1)cc(C1CCOCC1)c2,deterministic-enumeration,CC(Cl)c1ccc(CCc2cc(C3CCOCC3)cc(C3CCOCC3)c2)c(N=[N+]=[N-])c1,true,,0.396552,in_domain
enum-050540,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C)c2,deterministic-enumeration,Cc1cc(C)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.531915,in_domain
enum-050541,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(CC)c2,deterministic-enumeration,CCc1cc(C)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.490196,in_domain
enum-050542,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(CCC)c2,deterministic-enumeration,CCCc1cc(C)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.490196,in_domain
enum-050543,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(CO)c2,deterministic-enumeration,Cc1cc(CO)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.480769,in_domain
enum-050544,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(OC)c2,deterministic-enumeration,COc1cc(C)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.482143,in_domain
enum-050545,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(F)c2,deterministic-enumeration,Cc1cc(F)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.480769,in_domain
enum-050546,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(Cl)c2,deterministic-enumeration,Cc1cc(Cl)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.490196,in_domain
enum-050547,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(Br)c2,deterministic-enumeration,Cc1cc(Br)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.490196,in_domain
enum-050548,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C(F)(F)F)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])cc(C(F)(F)F)c1,true,,0.509091,in_domain
enum-050549,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C#N)c2,deterministic-enumeration,Cc1cc(C#N)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.454545,in_domain
enum-050550,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C(=O)C)c2,deterministic-enumeration,CC(=O)c1cc(C)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.457627,in_domain
enum-050551,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C(=O)OC)c2,deterministic-enumeration,COC(=O)c1cc(C)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.423729,in_domain
enum-050552,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(c1ccccc1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])cc(-c2ccccc2)c1,true,,0.538462,in_domain
enum-050553,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(c1ccc(F)cc1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])cc(-c2ccc(F)cc2)c1,true,,0.438596,in_domain
enum-050554,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(c1ccc(Cl)cc1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])cc(-c2ccc(Cl)cc2)c1,true,,0.438596,in_domain
enum-050555,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(c1ccccc1C)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])cc(-c2ccccc2C)c1,true,,0.482143,in_domain
enum-050556,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C1CCCCC1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])cc(C2CCCCC2)c1,true,,0.423729,in_domain
enum-050557,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C1CC1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])cc(C2CC2)c1,true,,0.446429,in_domain
enum-050558,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C=C)c2,deterministic-enumeration,C=Cc1cc(C)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.454545,in_domain
enum-050559,[N-]=[N+]=Nc1cc(C(C)Br)ccc1CCc2cc(C)cc(C#C)c2,deterministic-enumeration,C#Cc1cc(C)cc(CCc2ccc(C(C)Br)cc2N=[N+]=[N-])c1,true,,0.454545,in_domain
